,distance,time,speed_mean,speed_std,speed_median,speed_min,speed_max,speed_q1,speed_q2,speed_q3,speed_count,alt_mean,alt_std,alt_median,alt_min,alt_max,alt_q1,alt_q2,alt_q3,alt_count,alt_speed_mean,alt_speed_std,alt_speed_median,alt_speed_min,alt_speed_max,alt_speed_q1,alt_speed_q2,alt_speed_q3,alt_speed_count,label
0,63017.61865625195,4238,15.273158140621137,12.816872938288707,14.325722728085722,0.0,31.90055575606284,0.1401324287404328,14.325722728085722,31.315382920629336,69,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
1,1483713.9405691726,86387,19.93085230269287,11.164504591996437,22.785512036186784,0.0,33.02194813542844,11.231536222590318,22.785512036186784,30.054648206826727,1179,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
2,41021.34245306671,1956,20.35636999675049,10.655933309306809,23.83855536452431,0.0,31.328038678791952,13.740065116003478,23.83855536452431,30.31306267109184,34,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
3,1332373.7420398742,84613,16.431520522506883,9.702649939141311,18.376432999987006,0.0,36.45579505656504,10.038468389735089,18.376432999987006,24.789307379592465,817,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
4,1010915.2279532828,70527,18.552101770414517,11.933186862836394,25.65049254754381,0.0,30.61243225252359,6.383309739802504,25.65049254754381,28.86675898120456,914,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,taxi
5,9821.30572788072,20479,3.497285153714658,3.696593176757214,1.292663191085507,0.0,16.517779671384673,0.9686230528454816,1.292663191085507,5.737198170206086,1003,4097.955179282869,34.08819389781262,4090.0,4039.0,4305.0,4080.0,4090.0,4109.0,1004,1.01632225479031,1.2276170733389455,0.666666161579773,0.0,7.500004533215372,0.0,0.666666161579773,1.9999957606286265,1003,walk
6,9821.30572788072,20479,3.497285153714658,3.696593176757214,1.292663191085507,0.0,16.517779671384673,0.9686230528454816,1.292663191085507,5.737198170206086,1003,4097.955179282869,34.08819389781262,4090.0,4039.0,4305.0,4080.0,4090.0,4109.0,1004,1.01632225479031,1.2276170733389455,0.666666161579773,0.0,7.500004533215372,0.0,0.666666161579773,1.9999957606286265,1003,taxi
7,742320.7625879177,53532,17.026061462552175,9.638811541303824,17.35175172107442,0.0,35.46155614641095,8.136942655022079,17.35175172107442,26.981108570634397,2647,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
8,1466587.3771586874,86389,19.153334856536254,7.793290166701444,18.753142483625496,0.0,41.26725589972115,12.886292730855818,18.753142483625496,26.580424580163,42054,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
9,1036042.7388590804,41066,25.793852898331767,11.190801375838085,29.273428138428223,0.0,63.45886920617754,19.6795231029278,29.273428138428223,35.10763007115929,2620,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
10,370710.5613510964,16318,23.694721386210283,8.607149988297298,25.338428967960244,0.0,41.89639926537716,17.479252460800588,25.338428967960244,30.73542041434191,1022,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
11,1488624.7131036392,66075,27.567983431047697,13.719739982492555,26.477703567745102,0.0,172.75536378077882,18.45722701701917,26.477703567745102,37.53850796119329,3433,237.91719764827465,95.75080110955669,222.62181082400872,108.93285236256986,621.533255240702,177.46499236113848,222.62181082400872,279.8545871631099,0,0.8877477575007959,2.8300428553999724,0.34198552880676647,0.003306266838421906,63.35427196937614,0.08954098936221333,0.34198552880676647,0.9173111218901985,0,train
12,30153.027712487896,2330,13.745510559922703,8.052404962422223,12.69396730485107,0.0,45.924576599892006,7.809906460231925,12.69396730485107,19.362635965983287,1963,81.29124236252545,46.30034227948946,66.0,25.0,266.0,56.0,66.0,84.0,1964,0.9064303264744876,1.202272431038421,0.0,0.0,10.999976683457446,0.0,0.0,1.9999957606286265,1963,bus
13,159185.9846047479,7085,22.400340459900185,7.562282392053896,25.920495349505764,0.0,54.718688027354354,20.804788201174155,25.920495349505764,26.960257107180265,4873,93.21891670086173,31.44522373898957,87.0,13.0,281.0,74.0,87.0,103.0,4874,0.6910737280677203,0.9715373541593112,0.0,0.0,9.999978803143131,0.0,0.0,1.0000060527020471,4873,bus
14,1807.3544028949616,1643,1.3110511356722734,0.5923208818453015,1.2158491448418136,0.0,4.836824010828685,0.985286246780301,1.2158491448418136,1.4315438926372563,881,3.993197278911565,8.418473853514396,0.0,0.0,39.0,0.0,0.0,0.0,882,0.1173061021382797,0.4704226992981948,0.0,0.0,3.999991521257253,0.0,0.0,0.0,881,walk
15,1807.3544028949616,1643,1.3110511356722734,0.5923208818453015,1.2158491448418136,0.0,4.836824010828685,0.985286246780301,1.2158491448418136,1.4315438926372563,881,3.993197278911565,8.418473853514396,0.0,0.0,39.0,0.0,0.0,0.0,882,0.1173061021382797,0.4704226992981948,0.0,0.0,3.999991521257253,0.0,0.0,0.0,881,walk
16,1807.3544028949616,1643,1.3110511356722734,0.5923208818453015,1.2158491448418136,0.0,4.836824010828685,0.985286246780301,1.2158491448418136,1.4315438926372563,881,3.993197278911565,8.418473853514396,0.0,0.0,39.0,0.0,0.0,0.0,882,0.1173061021382797,0.4704226992981948,0.0,0.0,3.999991521257253,0.0,0.0,0.0,881,walk
17,155046.37359520324,45052,11.974844450315793,10.05665243030061,9.952942320692104,0.0,63.93104487157114,2.2660870194462,9.952942320692104,18.5683877535191,10924,19.998810068649885,28.14433375675329,10.0,0.0,164.0,0.0,10.0,26.0,10925,0.544077693687423,1.226822714394648,0.0,0.0,30.999914801913704,0.0,0.0,0.0,10924,train
18,160401.24304742366,10355,21.796784529282476,17.43692470313962,16.650675850934476,0.0,47.55420534266111,5.4140019168489335,16.650675850934476,43.46051941120422,6253,146.0837257980115,151.87624740216526,95.0,0.0,709.0,33.0,95.0,197.0,5733,2.0452360211993104,2.884022501387603,1.49999682047147,0.0,105.000701542043,0.0,1.49999682047147,3.0000181581061423,5732,bus
19,155552.88423711035,16869,16.872299216164535,10.722782581067884,16.198368073058333,0.0,50.3148967287534,7.910057233628848,16.198368073058333,27.353356489178456,7881,119.22636338722938,88.91438824082779,98.0,0.0,548.0,46.0,98.0,180.0,7298,1.7350030219007828,2.1610869372514454,0.0,0.0,33.000220484642085,0.0,0.0,2.99999364094294,7297,walk
20,155552.88423711035,16869,16.872299216164535,10.722782581067884,16.198368073058333,0.0,50.3148967287534,7.910057233628848,16.198368073058333,27.353356489178456,7881,119.22636338722938,88.91438824082779,98.0,0.0,548.0,46.0,98.0,180.0,7298,1.7350030219007828,2.1610869372514454,0.0,0.0,33.000220484642085,0.0,0.0,2.99999364094294,7297,taxi
21,64584.99884713646,13766,9.5265097038761,8.101771838619129,8.605032433628232,0.0,34.12584512206929,1.9913138321097963,8.605032433628232,13.938676083336883,5910,167.96092031805108,50.11383079193249,161.0,43.0,374.0,135.0,161.0,194.0,5911,1.5597517116616224,2.0443197869261804,0.0,0.0,25.999944888172145,0.0,0.0,2.99999364094294,5910,walk
22,64584.99884713646,13766,9.5265097038761,8.101771838619129,8.605032433628232,0.0,34.12584512206929,1.9913138321097963,8.605032433628232,13.938676083336883,5910,167.96092031805108,50.11383079193249,161.0,43.0,374.0,135.0,161.0,194.0,5911,1.5597517116616224,2.0443197869261804,0.0,0.0,25.999944888172145,0.0,0.0,2.99999364094294,5910,bus
23,845944.2929375705,42620,22.43367328978126,9.622465531042751,26.280298206377434,0.0,36.72914759015645,15.487237691152364,26.280298206377434,30.03346739731157,24629,182.9360358342665,139.30171957904344,131.0,0.0,758.0,95.0,131.0,236.0,22325,1.4884455197528788,1.900161618176539,0.0,0.0,25.999944888172145,0.0,0.0,2.99999364094294,22324,train
24,230154.06465933417,21351,18.805220642924205,9.692551112280931,23.19683381773605,0.0,32.82031240280917,11.170980854425794,23.19683381773605,25.747064027017277,10974,86.65001950838861,51.16987066878566,79.0,0.0,262.0,49.0,79.0,115.0,10252,1.388782595405771,1.8726053218809733,0.0,0.0,29.9999364094294,0.0,0.0,2.99999364094294,10251,walk
25,1018075.5951302988,76319,23.150505639417084,9.501660173445718,26.83645867817776,0.0,49.190214169467744,14.889162589689432,26.83645867817776,31.241367798196848,38512,114.75305017103764,98.35910917580146,98.0,0.0,1270.0,46.0,98.0,151.0,35080,1.6647186055994023,2.88238257820158,0.0,0.0,345.999157834054,0.0,0.0,2.99999364094294,35079,train
26,12485.208809415555,19712,7.812925703991381,4.562268480935284,8.049340125297341,0.0,19.668946466268565,4.066723209085919,8.049340125297341,11.127663559789845,1390,48.78884826325411,50.65862577670187,33.0,0.0,328.0,13.0,33.0,75.0,1094,1.756978638305322,3.2762539735714467,0.0,0.0,46.00027842429418,0.0,0.0,2.99999364094294,1093,taxi
27,12485.208809415555,19712,7.812925703991381,4.562268480935284,8.049340125297341,0.0,19.668946466268565,4.066723209085919,8.049340125297341,11.127663559789845,1390,48.78884826325411,50.65862577670187,33.0,0.0,328.0,13.0,33.0,75.0,1094,1.756978638305322,3.2762539735714467,0.0,0.0,46.00027842429418,0.0,0.0,2.99999364094294,1093,walk
28,6874.540665231473,1129,7.947795935192201,6.356502163287544,7.341587994763676,0.0,23.53588064621447,1.5692068430933177,7.341587994763676,13.321278772470714,750,152.61349693251535,96.56408015677476,203.0,0.0,269.0,39.0,203.0,226.0,489,1.7119931726889897,2.4848328957649883,0.0,0.0,22.999951247229205,0.0,0.0,2.99999364094294,488,walk
